"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,7.26,1202320.0,2308454,Sell,20291452,2023-12-12,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,3.16,1002140.0,1904066,Sell,8337360,2023-12-11,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,14.69,1002270.0,1904313,Sell,42461339,2023-12-08,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,8.93,101155.0,166906,Sell,26339260,2023-12-06,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,8.97,105978.0,180163,Sell,26440415,2023-12-05,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,14.7,50000.0,87500,Sell,43463609,2023-12-04,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,7.55,846048.0,1480584,Sell,21493772,2023-12-04,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,7.55,1160.0,1914,Sell,22339820,2023-11-29,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,14.89,562290.0,984008,Sell,43513609,2023-11-29,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.04,201240.0,352170,Sell,26546393,2023-11-24,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.07,91128.0,164030,Sell,26747633,2023-11-23,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,15.02,362893.0,653207,Sell,44075899,2023-11-23,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,7.55,10980.0,19215,Sell,22340980,2023-11-22,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.11,122754.0,220957,Sell,26838761,2023-11-22,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,15.14,363298.0,653936,Sell,44438792,2023-11-22,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,15.17,101278.0,172173,Sell,44802090,2023-11-20,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.28,501430.0,852431,Sell,26961515,2023-11-17,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,15.6,1251240.0,2127108,Sell,44903368,2023-11-17,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.53,502134.0,853628,Sell,27709611,2023-11-10,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,15.66,202256.0,333722,Sell,46154608,2023-11-15,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.3,45526.0,72842,Sell,27462945,2023-11-15,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,15.68,55428.0,91456,Sell,46356864,2023-11-13,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,16.17,1453380.0,2470746,Sell,46412292,2023-11-12,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.36,201140.0,341938,Sell,27508471,2023-11-12,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.53,501234.0,853628,Sell,27709611,2023-11-10,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,16.6,1250720.0,2113717,Sell,47865672,2023-11-10,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,16.94,1004243.0,1707213,Sell,49116392,2023-11-09,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.7,504082.0,856939,Sell,28211745,2023-11-09,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,17.01,203364.0,347752,Sell,50120635,2023-11-07,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,17.31,902468.0,1624442,Sell,50323999,2023-11-03,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.73,68283.0,126324,Sell,28715827,2023-11-02,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,17.69,1136196.0,2045153,Sell,51226467,2023-11-02,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,9.73,2230.0,3903,Sell,28784110,2023-11-01,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,17.78,263307.0,473953,Sell,52362663,2023-11-01,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,10.13,120434.0,2217190,Sell,2878634,2023-10-31,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,18.26,140101.0,2552640,Sell,5262597,2023-10-31,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,18.6,100667.0,1801939,Sell,5402698,2023-10-30,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL HUF,Promoter Group,Equity Shares,12.98,34000.0,606560,Sell,3806584,2023-10-27,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL HUF,Promoter Group,Equity Shares,13.06,23489.0,414581,Sell,3840584,2023-10-26,Market Sale,0,0
MITTAL,DENIM FEB (MUMBAI) PRIVATE LIMITED,Promoter Group,Equity Shares,10.14,2000.0,34700,Sell,2999068,2023-10-23,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,3.22,18000.0,324540,Sell,933950,2023-10-23,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,18.8,60122.0,1052135,Sell,5503365,2023-10-20,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,18.97,50356.0,903890,Sell,5563487,2023-10-19,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,3.39,50557.0,904970,Sell,951950,2023-10-19,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,19.15,53107.0,958581,Sell,5613843,2023-10-18,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,3.5,32548.0,587166,Sell,1002507,2023-10-18,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL HUF,Promoter Group,Equity Shares,13.11,14953.0,269902,Sell,3864073,2023-10-18,Market Sale,0,0
MITTAL,JK DENIM FAB PRIVATE LIMITED,Promoters,Equity Shares,19.49,100257.0,1829690,Sell,5666950,2023-10-17,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL HUF,Promoter Group,Equity Shares,13.29,55365.0,1007643,Sell,3879026,2023-10-17,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,3.69,57843.0,1052743,Sell,1035055,2023-10-17,Market Sale,0,0
CHOICEIN,Manoj Singhania,-,Equity Shares,0.0,5000.0,2727750,Buy,5000,2024-01-15,ESOP,0,0
CHOICEIN,Karishma Shah,-,Equity Shares,0.03,5000.0,2727750,Buy,30000,2024-01-15,ESOP,0,0
CHOICEIN,Ayush Sharma,-,Equity Shares,0.03,5000.0,2727750,Buy,30000,2024-01-15,ESOP,0,0
CHOICEIN,Bhal Chandra Murarka,-,Equity Shares,0.04,12500.0,6819375,Buy,49248,2024-01-15,ESOP,0,0
CHOICEIN,Yogesh Jadhav,-,Equity Shares,1.13,12500.0,6819735,Buy,1137500,2024-01-15,ESOP,0,0
CHOICEIN,Kkunal Parar,-,Equity Shares,0.0,2500.0,1363875,Buy,2500,2024-01-15,ESOP,0,0
CHOICEIN,Nitesh Agarwal,-,Equity Shares,0.57,12500.0,6819375,Buy,585576,2024-01-15,ESOP,0,0
CHOICEIN,Ratiraj Tibrewal,-,Equity Shares,0.7,12500.0,6819375,Buy,712500,2024-01-15,ESOP,0,0
CHOICEIN,Sumit Bajaj,-,Equity Shares,0.03,5000.0,2727750,Buy,30000,2024-01-15,ESOP,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,2.26,90000.0,39980700,Buy,2334000,2023-12-18,Market Purchase,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,1.9,350000.0,158018000,Buy,2244000,2023-12-13,Market Purchase,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,1.5,400000.0,176012000,Buy,1894000,2023-12-06,Market Purchase,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,1.05,450000.0,198157500,Buy,1494000,2023-12-05,Market Purchase,0,0
CHOICEIN,Patodia Properties Private Limited,Promoter Group,Equity Shares,4.05,125000.0,54626250,Buy,4160000,2023-12-04,Market Purchase,0,0
CHOICEIN,Patodia Properties Private Limited,Promoter Group,Equity Shares,3.94,110000.0,47971000,Buy,4035000,2023-11-30,Market Purchase,0,0
CHOICEIN,Patodia Properties Private Limited,Promoter Group,Equity Shares,3.87,75000.0,308610000,Buy,3925000,2023-11-06,Market Purchase,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,0.95,50000.0,20399500,Buy,954000,2023-11-02,Market Purchase,0,0
CHOICEIN,NS Technical Consultancy Private Limited,Promoter Group,Equity Shares,1.0,50000.0,20575000,Buy,1044000,2023-11-03,Market Purchase,0,0
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.13,38596.0,193536,Sell,5280118,2024-01-17,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.11,96101.0,982368,Sell,5318714,2023-12-18,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.28,18313.0,387477,Sell,6019093,2023-09-07,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.28,23392.0,23392,Sell,6037406,2023-09-01,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.34,243017.0,653807,Sell,6060798,2023-08-01,ESOP,0,1
THOMASCOOK,Amit Madhan,Employees/Designated Employees,Equity Shares,0.03,17733.0,2408496,Sell,128766,2023-12-29,Market Sale,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.11,96101.0,982368,Sell,5318714,2023-12-18,Off Market,0,1
THOMASCOOK,Debasis Nandy,Employees/Designated Employees,Equity Shares,0.05,87066.0,87066,Buy,334071,2023-12-18,ESOP,0,1
THOMASCOOK,RAJEEV KALE,Employees/Designated Employees,Equity Shares,0.04,20000.0,3329000,Sell,179449,2023-11-28,Market Sale,0,1
THOMASCOOK,RAJEEV KALE,Employees/Designated Employees,Equity Shares,0.05,33604.0,5335307,Sell,199449,2023-11-24,Market Sale,0,1
THOMASCOOK,Fairbridge Capital (Mauritius) Limited,Promoters,Equity Shares,72.34,40000000.0,5579182023,Sell,300258798,2023-11-30,Market Sale,0,1
THOMASCOOK,MONA CHERIYAN,Employees/Designated Employees,Equity Shares,0.06,10000.0,1624000,Sell,292385,2023-11-21,Market Sale,0,1
THOMASCOOK,Aniruddha Chaudhuri,Employees/Designated Employees,Equity Shares,0.0,15745.0,2428666,Sell,Nil,2023-11-15,Market Sale,0,1
THOMASCOOK,MEERA CHARNALIA,Employees/Designated Employees,Equity Shares,0.01,5000.0,774250,Sell,86933,2023-11-15,Market Sale,0,1
THOMASCOOK,MEERA CHARNALIA,Employees/Designated Employees,Equity Shares,0.02,10000.0,1471500,Sell,91933,2023-11-09,Market Sale,0,1
THOMASCOOK,RAJEEV KALE,Employees/Designated Employees,Equity Shares,0.05,25000.0,3724500,Sell,233053,2023-11-09,Market Sale,0,1
THOMASCOOK,MONA CHERIYAN,Employees/Designated Employees,Equity Shares,0.05,72479.0,72479,Buy,302385,2023-11-06,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.16,72479.0,72479,Sell,5414815,2023-11-06,ESOP,0,1
THOMASCOOK,Rambhau R. Kenkare,-,Equity Shares,0.07,93014.0,93014,Buy,435482,2023-10-17,ESOP,0,1
THOMASCOOK,ABRAHAM ALAPATT,-,Equity Shares,0.04,68336.0,68336,Buy,277346,2023-10-17,ESOP,0,1
THOMASCOOK,MAHESH IYER,-,Equity Shares,0.06,131184.0,131184,Buy,389954,2023-10-17,ESOP,0,1
THOMASCOOK,IDBI Trusteeship Services Limited,-,Equity Shares,1.23,294234.0,376378,Sell,5487294,2023-10-17,ESOP,0,1
THOMASCOOK,ANKIT GUPTA,Employees/Designated Employees,Equity Shares,0.0,2000.0,305840,Sell,Nil,2024-03-06,Market Sale,0,1
THOMASCOOK,ANKIT GUPTA,Employees/Designated Employees,Equity Shares,0.0,4000.0,551720,Buy,4000,2024-02-21,ESOP,0,1
THOMASCOOK,ANKIT GUPTA,Employees/Designated Employees,Equity Shares,0.0,2000.0,317740,Sell,2000,2024-03-05,Market Sale,0,1
ACCENTMIC,CHETNABEN JITENDRAKUMAR PATEL,Promoter Group,Equity Shares,0.0,13000.0,3958500,Buy,13000,2024-01-16,Market Purchase,0,0
ACCENTMIC,RAJAN ARVINDBHAI CHHABHAIYA,Promoter Group,Equity Shares,0.0,5000.0,1525000,Buy,5000,2024-01-16,Market Purchase,0,0
ACCENTMIC,NIPAM JASHVANTLAL JANI,-,Equity Shares,0.0,1000.0,301000,Buy,1000,2024-01-16,Market Purchase,0,0
ACCENTMIC,ZANKHANA NIPAMBHAI JANI,-,Equity Shares,0.0,3000.0,903000,Buy,3000,2024-01-16,Market Purchase,0,0
ACCENTMIC,JYOTIBEN GHANSHYAMBHAI PATEL,Immediate relative,Equity Shares,0.0,20000.0,6040000,Buy,20000,2024-01-16,Market Purchase,0,0
ACCENTMIC,JAHANVI GHANSHYAMBHAI PATEL,Immediate relative,Equity Shares,0.0,20000.0,6040000,Buy,20000,2024-01-16,Market Purchase,0,0
ACCENTMIC,HET GHANSHYAMBHAI PATEL,Immediate relative,Equity Shares,0.0,20000.0,6040000,Buy,20000,2024-01-16,Market Purchase,0,0
ACCENTMIC,SHREY VINODKUMAR CHHABHAIYA,Immediate relative,Equity Shares,0.0,5000.0,1525000,Buy,5000,2024-01-16,Market Purchase,0,0
ACCENTMIC,SHAILESHBHAI ARJANBHAI PATEL,Promoter Group,Equity Shares,0.51,20000.0,6020000,Buy,128000,2024-01-16,Market Purchase,0,0
ACCENTMIC,PRINCY SHAILESHBHAI PATEL,Promoter Group,Equity Shares,0.0,20000.0,6020000,Buy,20000,2024-01-16,Market Purchase,0,0
ACCENTMIC,KANCHANBEN SHAILESHBHAI PATEL,Promoter Group,Equity Shares,0.0,20000.0,6020000,Buy,20000,2024-01-16,Market Purchase,0,0
M&M,Mohan Nair,Employees/Designated Employees,Equity Shares,0.0,1150.0,1863518,Buy,12603,2024-01-16,ESOP,0,1
M&M,Velusamy R,Employees/Designated Employees,Equity Shares,0.0,2484.0,4025198,Buy,40498,2024-01-16,ESOP,0,1
M&M,Rajeev Sharma,Employees/Designated Employees,Equity Shares,0.0,654.0,1059774,Buy,5491,2024-01-16,ESOP,0,1
M&M,Mr. Anil Jagga,Employees/Designated Employees,Equity Shares,0.0,997.0,1615589,Buy,2552,2024-01-16,ESOP,0,1
M&M,Sriram Kumar,Employees/Designated Employees,Equity Shares,0.0,800.0,1296360,Buy,800,2024-01-16,ESOP,0,1
M&M,Vijay Nakra,Employees/Designated Employees,Equity Shares,0.0,8649.0,14015272,Buy,57138,2024-01-16,ESOP,0,1
M&M,Mahindra & Mahindra Employees' Stock Option Trust,Other,Equity Shares,3.58,39562.0,175090,Sell,44514402,2024-01-16,ESOP,0,1
M&M,Deven M Maskara,Employees/Designated Employees,Equity Shares,0.0,200.0,310640,Buy,4486,2023-11-24,ESOP,0,1
M&M,Deven M Maskara,Employees/Designated Employees,Equity Shares,0.0,200.0,314210,Buy,4286,2023-11-16,ESOP,0,1
M&M,Deven M Maskara,Employees/Designated Employees,Equity Shares,0.0,500.0,859500,Sell,3986,2023-12-28,Market Sale,0,1
M&M,Vikram Wagh,Employees/Designated Employees,Equity Shares,0.0,2000.0,3125439,Sell,Nil,2023-11-28,Market Sale,0,1
M&M,Vikram Wagh,Employees/Designated Employees,Equity Shares,0.0,2000.0,3106400,Buy,2000,2023-11-24,Others,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,408.0,633706,Buy,4771,2023-11-16,ESOP,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,25.0,43125,Sell,4446,2023-12-28,Market Sale,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,100.0,161600,Sell,4671,2023-11-29,Market Sale,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,25.0,41800,Sell,4646,2023-12-04,Market Sale,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,75.0,126950,Sell,4571,2023-12-05,Market Sale,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,50.0,85197,Sell,4521,2023-12-06,Market Sale,0,1
M&M,Prabhakar V,Employees/Designated Employees,Equity Shares,0.0,50.0,86500,Sell,4471,2023-12-15,Market Sale,0,1
M&M,Dipankar Ray,Employees/Designated Employees,Equity Shares,0.0,200.0,328770,Sell,17748,2023-12-01,Market Sale,0,1
M&M,Deshmukh Nasir Kabir,Employees/Designated Employees,Equity Shares,0.0,1101.0,1749214,Sell,12347,2023-11-17,Market Sale,0,1
M&M,Yogesh Gandhi,Employees/Designated Employees,Equity Shares,0.0,2200.0,3422650,Sell,4913,2023-11-24,Market Sale,0,1
M&M,Dipankar Ray,Employees/Designated Employees,Equity Shares,0.0,2000.0,3308500,Sell,15748,2023-12-04,Market Sale,0,1
M&M,Dhananjaya Rao Boita,Employees/Designated Employees,Equity Shares,0.0,250.0,424668,Sell,3054,2023-12-19,Market Sale,0,1
M&M,Dhananjaya Rao Boita,Employees/Designated Employees,Equity Shares,0.0,200.0,349496,Sell,2854,2023-12-29,Market Sale,0,1
M&M,Dhananjaya Rao Boita,Employees/Designated Employees,Equity Shares,0.0,350.0,572390,Buy,3304,2023-12-12,ESOP,0,1
M&M,T G Kisten,Employees/Designated Employees,Equity Shares,0.0,129.0,202011,Sell,Nil,2023-11-28,Market Sale,0,1
M&M,T G Kisten,Employees/Designated Employees,Equity Shares,0.0,600.0,924000,Sell,129,2023-11-13,Market Sale,0,1
M&M,Mr. M. Ramanikrishnan,Employees/Designated Employees,Equity Shares,0.0,1.0,1679,Sell,1787,2023-12-27,Market Sale,0,1
M&M,Yatinder Nath,Employees/Designated Employees,Equity Shares,0.0,1000.0,1715652,Sell,1768,2023-12-28,Market Sale,0,1
M&M,Mr. Rajeshwar Tripathi,Employees/Designated Employees,Equity Shares,0.0,2000.0,3464700,Sell,8200,2023-12-28,Market Sale,0,1
M&M,Naveen Chopra,Employees/Designated Employees,Equity Shares,0.0,3899.0,6735147,Sell,Nil,2023-12-28,Market Sale,0,1
M&M,NACHIKET KODKANI,Employees/Designated Employees,Equity Shares,0.0,3000.0,5013033,Sell,11281,2023-12-27,Market Sale,0,1
M&M,Ashutosh Goel,Employees/Designated Employees,Equity Shares,0.0,500.0,817700,Buy,3300,2023-12-12,ESOP,0,1
M&M,Ashutosh Goel,Employees/Designated Employees,Equity Shares,0.0,300.0,498900,Sell,3000,2023-12-26,Market Sale,0,1
M&M,Jalaj Gupta,Employees/Designated Employees,Equity Shares,0.0,1200.0,2020598,Sell,6107,2023-12-05,Market Sale,0,1
M&M,Yuthica Mahindra Family Trust,Promoter Group,Equity Shares,0.0,992638.0,1650012516,Buy,992638,2023-12-26,Others,0,1
M&M,Mrs. Sudha K Mahindra,Promoter Group,Equity Shares,0.12,1142888.0,1899765578,Sell,309144,2023-12-26,Others,0,1
M&M,Keshub Mahindra,Promoters,Equity Shares,0.06,747288.0,1242179478,Sell,Nil,2023-12-26,Others,0,1
M&M,Mrs. Leena S. Labroo,Promoter Group,Equity Shares,0.15,317567.0,527875746,Sell,1561166,2023-12-26,Others,0,1
M&M,Mrs. Leena S. Labroo,Promoter Group,Equity Shares,0.1,626849.0,1041979750,Buy,1878733,2023-12-26,Others,0,1
M&M,Kabir Malhotra,Promoter Group,Equity Shares,0.0,10000.0,16622500,Buy,10000,2023-12-26,Others,0,1
M&M,Deepak Girish Varde,Promoter Group,Equity Shares,0.01,20000.0,33245000,Buy,88720,2023-12-26,Others,0,1
M&M,Anjali Ranjit Malhotra,Promoter Group,Equity Shares,0.0,10000.0,16622500,Buy,10000,2023-12-26,Others,0,1
M&M,Aneesha Labroo,Promoter Group,Equity Shares,0.01,10000.0,16622500,Buy,170000,2023-12-26,Others,0,1
M&M,Ms. Yuthica Keshub Mahindra jointly with Mrs. Sudha K Mahindra,Promoter Group,Equity Shares,0.1,626849.0,1041979750,Sell,644744,2023-12-26,Others,0,1
M&M,Ms. Yuthica Keshub Mahindra jointly with Mrs. Sudha K Mahindra,Promoter Group,Equity Shares,0.05,626849.0,1041979750,Buy,1271593,2023-12-26,Others,0,1
M&M,Uma Ranjit Malhotra,Promoter Group,Equity Shares,0.14,182105.0,302704036,Sell,1550164,2023-12-26,Others,0,1
M&M,Uma Ranjit Malhotra,Promoter Group,Equity Shares,0.08,710361.0,1180797572,Buy,1732269,2023-12-26,Others,0,1
M&M,Ms. Nisheeta Labroo,Promoter Group,Equity Shares,0.01,10000.0,16622500,Buy,170500,2023-12-26,Others,0,1
M&M,Arthur Serrao,Employees/Designated Employees,Equity Shares,0.0,200.0,312490,Buy,410,2023-10-13,ESOP,0,1
M&M,Rakesh Shrinivas Pawaskar,Employees/Designated Employees,Equity Shares,0.0,680.0,1111664,Buy,12077,2023-12-22,ESOP,0,1
M&M,Arthur Serrao,Employees/Designated Employees,Equity Shares,0.0,546.0,892601,Buy,956,2023-12-22,ESOP,0,1
M&M,Mahindra & Mahindra Employees' Stock Option Trust,Other,Equity Shares,3.59,63189.0,310095,Sell,44553964,2023-12-22,ESOP,0,1
M&M,Vinod Taneja,Employees/Designated Employees,Equity Shares,0.0,942.0,1539982,Buy,4694,2023-12-22,ESOP,0,1
M&M,Avinash Bapat,Employees/Designated Employees,Equity Shares,0.0,1160.0,1896368,Buy,18908,2023-12-22,ESOP,0,1
M&M,Ezhil Selvam Kandasamy,Employees/Designated Employees,Equity Shares,0.0,1168.0,1909446,Buy,10665,2023-12-22,ESOP,0,1
M&M,Ashutosh Vidwans,Employees/Designated Employees,Equity Shares,0.0,1499.0,2450565,Buy,9509,2023-12-22,ESOP,0,1
M&M,Naveen Chopra,Employees/Designated Employees,Equity Shares,0.0,1053.0,1721444,Buy,3899,2023-12-22,ESOP,0,1
M&M,Alok Kumar,Employees/Designated Employees,Equity Shares,0.0,628.0,1026654,Buy,27775,2023-12-22,ESOP,0,1
M&M,Narayan Shankar,Key Managerial Personnel,Equity Shares,0.0,5318.0,8693866,Buy,51239,2023-12-22,ESOP,0,1
M&M,ANISH DILIP SHAH,Director,Equity Shares,0.01,35783.0,58498048,Buy,199065,2023-12-22,ESOP,0,1
M&M,Yatinder Nath,Employees/Designated Employees,Equity Shares,0.0,1000.0,1700000,Sell,3768,2023-12-05,Market Sale,0,1
M&M,Yatinder Nath,Employees/Designated Employees,Equity Shares,0.0,1000.0,1702000,Sell,2768,2023-12-06,Market Sale,0,1
M&M,Soumitra Sengupta,Employees/Designated Employees,Equity Shares,0.0,2448.0,4206277,Sell,Nil,2023-12-15,Market Sale,0,1
M&M,Anjali K. Mahindra,Employees/Designated Employees,Equity Shares,0.02,11476.0,19876432,Sell,242962,2023-12-15,Market Sale,0,1
M&M,Ashutosh Vidwans,Employees/Designated Employees,Equity Shares,0.0,455.0,709804,Sell,5735,2023-11-21,Market Sale,0,1
M&M,Ashutosh Vidwans,Employees/Designated Employees,Equity Shares,0.0,600.0,939003,Sell,5135,2023-11-28,Market Sale,0,1
M&M,Santanu Sinha,Employees/Designated Employees,Equity Shares,0.0,595.0,1002575,Sell,5185,2023-12-14,Market Sale,0,1
M&M,Ashutosh Vidwans,Employees/Designated Employees,Equity Shares,0.0,700.0,1109876,Sell,6190,2023-11-17,Market Sale,0,1
M&M,Ashutosh Vidwans,Employees/Designated Employees,Equity Shares,0.0,2875.0,4701775,Buy,8010,2023-12-12,ESOP,0,1
M&M,Hoshedar Havewala,Employees/Designated Employees,Equity Shares,0.0,797.0,1303414,Buy,3408,2023-12-12,ESOP,0,1
M&M,Ruka Prasad,Employees/Designated Employees,Equity Shares,0.0,690.0,1128426,Buy,2820,2023-12-12,ESOP,0,1
M&M,Damodhar Rajanna Tota,Employees/Designated Employees,Equity Shares,0.0,307.0,522561,Sell,9593,2023-12-06,Market Sale,0,1
M&M,Damodhar Rajanna Tota,Employees/Designated Employees,Equity Shares,0.0,100.0,164735,Sell,10000,2023-11-30,Market Sale,0,1
M&M,Damodhar Rajanna Tota,Employees/Designated Employees,Equity Shares,0.0,100.0,169739,Sell,9900,2023-12-05,Market Sale,0,1
M&M,Ruka Prasad,Employees/Designated Employees,Equity Shares,0.0,60.0,93108,Buy,2130,2023-12-04,Market Purchase,0,1
M&M,Damodhar Rajanna Tota,Employees/Designated Employees,Equity Shares,0.0,200.0,319345,Sell,10100,2023-11-29,Market Sale,0,1
